YEAR,MONTH,RETAIL SALES,RETAIL TRANSFERS,WAREHOUSE SALES
42389,132,0.0,0.0,84.0
40374,130,60.42,70.0,429.96
10086,43,0.0,0.0,114.0
46425,143,0.0,0.0,82.0
4039,17,0.0,0.0,21.0
2018,1,0.0,0.0,1.0
20174,74,24.62,-0.5,0.0
24212,72,29.15,20.92,7.0
10092,19,26.450000000000003,31.0,0.0
48444,152,0.0,0.0,630.0
2019,10,0.08,0.0,0.0
4034,14,0.0,0.0,6.0
8068,30,0.0,0.0,6.0
4038,13,0.0,0.0,2.0
28253,92,0.0,0.0,47.0
2019,6,0.0,0.0,1.0
48444,152,1154.2,1106.83,10.0
2017,10,0.0,0.0,1.0
48444,152,288.89,303.67,5.0
4037,10,0.0,0.0,3.0
2017,8,0.0,0.0,1.0
4038,7,0.5,2.0,0.0
6055,24,0.0,0.0,5.0
10092,32,0.0,0.0,6.0
48444,152,43.44,50.0,52.0
6056,27,0.08,0.0,7.0
16154,59,24.22,32.0,6.0
34314,112,9.4,6.0,32.83
4035,9,0.0,0.0,2.0
12109,41,0.0,0.0,8.0
4038,16,0.0,0.0,5.0
2017,8,0.0,0.0,3.0
4039,16,0.0,0.0,3.0
8068,38,10.07,9.83,3.0
14132,49,0.0,0.0,8.0
10085,48,7.300000000000001,7.0,3.0
6054,20,0.0,0.0,98.0
2017,6,0.0,0.0,1.0
4034,17,0.0,0.0,3.0
18155,66,6.83,3.0,3.0
16138,56,0.0,0.0,16.0
6051,21,0.0,0.0,20.0
28253,81,0.0,0.0,47.0
2017,6,0.08,0.0,0.0
34314,106,0.0,0.0,62.0
2017,7,0.0,0.0,2.0
10087,33,0.0,0.0,11.0
4034,19,0.0,0.0,7.0
4035,13,0.0,0.0,1.0
4036,15,0.0,0.0,3.0
4039,10,0.0,0.0,2.0
10085,40,0.0,0.0,9.0
2017,6,0.0,0.0,5.0
24230,67,1.6800000000000002,4.0,0.0
48444,152,3174.57,3048.99,42.0
2017,8,0.0,0.0,3.0
48444,152,911.86,881.0,24.0
48444,152,1120.25,1115.31,0.0
2017,7,0.0,0.0,1.0
2017,9,0.0,0.0,1.0
48444,152,821.48,842.6800000000001,6.0
48444,152,2860.84,2953.85,134.0
48444,152,5388.47,5277.62,51.0
2019,9,0.0,0.0,1.0
4038,14,0.0,0.0,2.0
4038,14,0.0,0.0,2.0
48444,152,2287.42,2308.43,149.0
4038,14,0.0,0.0,4.0
2019,5,0.0,0.0,2.0
8072,22,0.0,0.0,5.0
4034,16,0.0,0.0,2.0
48444,152,307.13,313.48,1.0
2017,6,0.0,0.0,1.0
30289,86,112.7,169.0,0.0
8072,42,2.0,2.0,101.0
38350,127,12.73,7.0,25.0
26236,84,0.0,0.0,21.0
4038,20,0.0,0.0,4.0
20186,66,0.0,0.0,12.0
30284,93,0.0,0.0,32.0
14131,29,0.0,0.0,13.0
48444,152,21.75,22.0,63.0
48444,152,389.38,394.51,2.0
32290,99,0.89,0.0,23.0
6054,17,0.0,0.0,3.0
2017,11,0.0,0.0,1.0
8069,24,0.41000000000000003,2.0,2.0
10088,38,0.0,0.0,12.0
4036,9,0.0,0.0,3.0
48444,152,847.05,788.9399999999999,2.0
46424,143,103.5,116.0,0.0
42385,128,66.43,56.0,0.0
22193,73,5.640000000000001,6.0,2.0
32288,97,18.27,9.83,0.0
48444,152,220.63,215.83,170.0
34307,107,31.46,22.92,0.0
2017,7,0.17,0.0,0.0
18155,66,31.88,26.0,0.0
48444,152,676.0600000000001,703.12,98.0
48444,152,577.0,586.33,0.0
2017,11,0.0,0.0,1.0
48444,152,1151.98,1137.83,8.0
42384,135,72.4,69.0,46.0
8068,36,0.0,0.0,9.0
2019,10,0.0,0.0,4.0
48444,152,48.64,55.0,126.0
18155,66,1.5,2.0,27.0
8073,36,0.0,0.0,4.0
48444,152,1077.27,1114.43,49.92
18160,60,1.69,0.92,3.0
6051,26,0.0,0.0,3.0
48444,152,2.5,2.0,152.0
42387,143,0.0,0.0,183.5
10091,35,0.0,0.0,6.0
16138,55,5.85,6.0,20.0
26231,85,10.64,0.0,0.0
32294,121,0.0,0.0,36.83
12106,50,0.0,0.0,6.0
34324,96,6.49,5.92,11.0
2017,12,0.0,0.0,4.0
48444,152,899.23,921.4,3.0
42389,126,0.0,0.0,56.0
8069,25,0.0,0.0,4.0
48444,152,518.06,532.84,396.0
28256,97,0.0,0.0,67.0
14137,50,96.0,172.0,0.0
40367,139,19.65,17.5,0.0
6057,9,0.0,0.0,2.0
18155,66,3.0,4.0,29.0
8068,36,0.0,0.0,4.0
8070,43,0.0,0.0,27.0
32302,101,0.0,0.0,127.0
10085,42,0.5,3.0,42.0
20183,61,0.0,0.67,13.0
2018,2,0.0,0.0,1.0
6054,11,0.0,0.0,4.0
12102,51,1.25,0.0,12.0
16146,61,0.0,0.0,10.0
4034,18,0.0,0.0,2.0
46427,143,0.0,0.0,82.0
4036,14,0.0,0.0,2.0
8074,30,0.0,0.0,7.0
8070,32,0.0,0.0,7.0
4036,20,0.0,0.0,8.0
42387,122,2.38,0.0,84.0
2017,11,0.0,0.0,3.0
48444,152,6.25,5.92,261.0
10087,35,0.0,0.0,5.0
6052,24,0.0,0.0,18.0
8072,35,0.0,0.0,5.0
42384,141,12.77,13.0,7.0
24220,73,5.44,1.0,0.0
30271,88,3.9699999999999998,3.0,11.0
6058,20,0.0,0.0,3.0
4034,21,0.0,0.0,68.0
4034,13,0.0,0.0,10.0
26236,77,0.0,0.0,24.0
36326,111,49.45,48.0,198.0
48444,152,575.84,562.84,55.92
2017,12,0.0,0.0,2.0
4037,2,0.0,0.0,2.0
4036,12,0.0,0.0,2.0
2017,8,0.0,0.0,1.0
10091,36,0.0,0.0,22.0
8068,30,1.29,0.0,0.0
6052,24,0.0,0.0,19.0
4034,15,0.0,0.0,4.0
16137,65,1.25,2.0,26.0
2017,7,0.0,0.0,2.0
48444,152,2.53,0.0,123.83
12104,37,0.0,0.0,11.0
8073,38,0.0,0.0,4.0
46424,149,37.39,23.92,9.0
20185,67,0.0,0.0,10.0
2018,1,0.0,0.0,1.0
2017,8,0.0,0.0,1.0
46424,149,0.16,0.0,73.0
8068,35,0.72,0.0,0.0
6051,24,0.0,0.0,4.0
2019,1,0.0,0.0,1.0
2017,6,0.0,0.0,1.0
48444,152,9.04,3.92,2.0
8069,26,0.0,0.0,7.0
2017,6,0.0,0.0,1.0
4036,21,0.0,0.0,2.0
2017,8,0.0,0.0,1.0
4036,12,0.0,0.0,2.0
20186,70,0.0,0.0,13.0
6056,13,0.0,0.0,9.0
6053,25,0.0,0.0,9.0
2019,5,0.0,0.0,2.0
2018,2,0.0,0.0,1.0
4034,17,0.0,0.0,3.0
2019,3,0.0,0.0,1.0
14124,44,0.0,0.0,11.0
2017,11,0.0,0.0,6.0
4039,7,10.0,0.0,0.0
4034,19,0.0,0.0,3.0
2017,8,0.0,0.0,3.0
4036,13,0.0,0.0,3.0
2017,8,0.0,0.0,2.0
2019,5,0.0,0.0,1.0
28250,81,21.0,21.0,70.0
4035,10,0.0,0.0,3.0
26233,89,0.0,0.0,44.0
30277,99,0.0,0.0,71.0
8068,34,0.0,0.0,5.0
6054,32,0.0,0.0,6.0
48444,152,434.92,424.34,36.0
2019,1,0.0,0.0,1.0
36331,118,1.96,1.0,31.0
4034,20,0.0,0.0,10.0
6051,26,0.0,0.0,7.0
4036,3,3.5,5.0,0.0
2018,2,0.0,0.0,1.0
16137,64,7.56,6.75,10.0
2017,6,0.0,0.0,1.0
2018,2,0.0,0.0,1.0
6052,16,0.0,0.0,3.0
18165,56,0.0,0.0,20.0
48444,152,6.2700000000000005,4.0,55.0
6051,31,0.0,0.0,1.0
18155,66,11.799999999999999,0.0,0.0
14120,56,9.28,0.0,0.0
10087,36,0.0,0.0,6.0
16148,46,0.0,0.0,15.0
8069,34,5.25,7.0,35.0
38345,121,0.0,0.0,86.0
18155,66,0.0,0.0,84.0
24215,69,12.99,15.0,8.0
10092,19,0.0,0.0,224.0
36328,114,0.0,0.0,48.0
24225,64,1.61,3.0,24.0
2017,11,0.0,0.0,3.0
6051,22,0.0,0.0,3.0
10090,45,0.0,0.0,18.0
2019,5,0.0,0.0,1.0
48444,152,246.13,259.76,2.0
4036,3,0.0,0.0,58.5
2019,2,0.0,0.0,1.0
2017,11,0.0,0.0,2.0
38356,123,6.34,7.0,5.0
6057,28,0.99,0.0,0.0
32304,100,3.82,3.0,14.0
30287,81,5.59,2.0,12.0
34318,97,2.35,6.0,12.0
2017,10,0.0,0.0,28.0
36332,111,0.0,0.0,81.83
2017,9,0.0,0.0,2.0
2017,6,0.0,0.0,1.0
2018,1,0.0,0.0,1.0
22208,63,2.65,1.0,4.0
2017,12,0.33,0.0,0.0
2017,11,0.0,0.0,1.0
2017,12,0.0,0.0,0.0
16141,47,1.31,0.0,0.0
20179,60,0.0,0.0,44.0
8068,37,0.0,0.0,5.0
12102,51,0.97,0.0,3.0
20185,75,0.0,0.0,20.0
38348,121,123.04,110.0,663.96
48444,152,326.09,276.0,1769.67
42390,132,108.01,75.0,514.0
6053,28,0.0,0.0,4.0
2017,6,0.0,0.0,1.0
2017,6,0.0,0.0,1.0
4034,16,0.0,0.0,4.0
46425,142,2.3200000000000003,3.0,47.0
2018,1,0.0,0.0,1.0
8069,25,0.0,0.0,4.0
46424,151,0.0,0.0,417.75
2018,2,0.0,0.0,1.0
8068,33,0.0,0.0,13.0
20185,58,0.0,0.0,14.0
6053,15,0.0,0.0,44.0
4037,7,0.0,0.0,3.0
4037,8,0.0,0.0,8.0
2017,8,0.0,0.0,1.0
4034,20,0.0,0.0,2.0
4037,12,0.0,0.0,2.0
34313,110,17.84,25.0,0.0
36340,109,16.34,16.0,11.0
48444,152,52.22,40.92,0.0
44404,136,55.61,30.0,0.0
48444,152,84.06,80.92,216.82999999999998
46427,141,10.91,11.0,107.0
4036,18,0.0,0.0,2.0
18155,66,47.82,32.0,2.0
48444,152,211.52,187.82999999999998,14.0
48444,152,183.46,184.0,721.0
14126,44,0.0,0.0,10.0
46425,151,62.66,50.0,111.0
12102,53,0.72,0.0,2.0
48444,152,17.45,15.84,38.92
10088,31,0.0,0.0,5.0
6051,32,0.0,0.0,9.0
6052,15,0.0,0.0,4.0
36329,118,5.87,5.0,13.0
6053,22,0.0,0.0,3.0
12113,33,0.0,0.0,9.0
2019,9,0.0,0.0,2.0
4036,3,0.0,0.0,26.0
48444,152,0.0,0.0,362.0
2019,2,0.0,0.0,6.0
6054,15,0.0,0.0,3.0
2017,8,0.0,0.0,2.0
48444,152,298.54,273.0,2973.5
28257,88,0.0,0.0,35.0
2017,6,0.0,0.0,1.0
2020,1,38.0,0.0,0.0
2017,6,0.0,0.0,1.0
48444,152,590.03,590.0,9.0
42387,126,14.09,17.0,0.0
40366,124,10.51,10.0,0.0
4040,16,0.0,0.0,2.0
2017,8,0.0,0.0,1.0
46424,149,23.04,23.0,230.96
40364,132,12.6,9.0,13.0
18155,66,14.02,6.0,1.0
4034,14,0.0,0.0,4.0
6056,6,0.0,0.0,4.0
48444,152,136.32,131.0,180.92
2017,8,0.0,0.0,1.0
20174,67,5.25,0.0,0.0
36326,113,40.21,29.0,1.0
24225,55,6.39,3.0,0.0
16144,46,0.48000000000000004,0.0,6.0
48444,152,23.19,14.0,2.0
18155,66,3.59,5.0,0.0
38348,117,0.0,0.0,70.75
4034,14,0.0,0.0,4.0
6051,23,0.0,0.0,4.0
42386,134,0.0,0.0,58.0
2017,11,0.0,0.0,3.0
6051,29,0.0,0.0,4.0
2017,8,0.0,0.0,1.0
10087,32,1.5,6.0,20.0
2017,8,0.0,0.0,2.0
32297,106,0.64,0.0,18.0
4034,13,0.0,0.0,3.0
2017,9,0.0,0.0,1.0
2017,10,0.0,0.0,1.0
14119,63,12.0,10.0,30.0
40371,139,2.89,3.0,37.0
4034,22,0.0,0.0,4.0
4037,3,0.0,0.0,2.0
4034,16,0.0,0.0,2.0
14127,31,0.0,0.0,12.0
8068,30,0.0,0.0,19.0
6051,26,0.68,0.0,0.0
2017,6,0.0,0.0,1.0
22195,82,6.390000000000001,7.42,65.0
2017,9,0.0,0.0,2.0
46427,146,474.09,486.32,1.0
8070,21,0.0,0.0,13.0
2018,1,0.0,0.0,1.0
48444,152,20.78,21.0,159.0
8073,26,0.0,0.0,4.0
2017,6,0.0,0.0,-2.0
46424,145,9.200000000000001,11.0,252.82999999999998
2017,6,0.0,0.0,-1.0
4037,12,0.0,0.0,2.0
2018,1,0.0,0.0,1.0
10087,32,4.07,-0.17,0.0
16137,64,4.91,3.0,0.0
44410,132,1.94,0.0,37.0
2018,2,0.0,0.0,1.0
2017,12,0.0,0.0,2.0
2019,2,0.0,0.0,1.0
16145,55,0.65,0.0,7.0
8080,20,4.38,0.0,0.0
2018,2,0.0,0.0,2.0
4034,13,0.0,0.0,2.0
8069,23,0.0,0.0,11.0
6051,27,0.0,0.0,5.5
2017,11,0.0,0.0,1.0
2017,11,0.0,0.0,1.0
2017,10,0.0,0.0,1.0
2017,7,0.08,0.0,0.0
16149,39,0.0,0.0,9.0
34309,113,8.63,3.0,2.0
6055,24,0.0,0.0,5.0
4036,3,0.0,0.0,2.0
2017,6,0.0,0.0,2.0
2017,9,0.0,-1.0,0.0
8068,34,0.0,0.0,5.0
4035,8,0.0,0.0,2.0
46424,145,12.5,13.0,0.0
4034,19,0.0,0.0,6.0
48444,152,0.0,0.0,270.83
12104,45,0.0,0.0,34.0
22205,74,0.0,0.0,12.0
2017,6,0.0,0.0,1.0
6052,18,0.0,0.0,4.0
46424,145,0.0,0.0,167.75
14132,29,41.04,56.0,100.0
26245,73,0.0,0.0,38.96
2017,10,0.0,0.0,1.0
4034,13,0.0,0.0,3.0
18155,66,0.0,0.0,105.0
6052,22,0.0,0.0,4.0
16138,54,0.0,0.0,33.0
48444,152,175.04,195.92,57.0
6053,16,0.0,0.0,3.0
48444,152,117.45,96.83,0.0
8068,31,0.0,0.0,6.0
2017,8,0.0,0.0,0.0
20178,77,0.0,0.0,17.0
48444,152,194.38,187.0,792.0
16143,46,0.0,0.0,9.0
6052,15,4.08,1.0,0.0
4035,8,0.0,0.0,2.0
48444,152,223.2,220.0,6.0
6054,9,0.0,0.0,3.0
6051,23,0.0,0.0,7.0
2017,6,0.0,0.0,4.0
48444,152,7.4,2.0,441.92
14121,53,0.0,0.0,11.0
18161,50,0.0,0.0,26.0
46427,142,0.0,0.0,265.5
48444,152,32.83,24.92,235.0
4039,12,0.0,0.0,2.0
20174,67,16.95,10.0,3.0
18155,66,40.83,40.92,3.0
36326,121,22.52,11.92,0.0
48444,152,190.84,211.17000000000002,322.0
2017,8,0.0,0.0,1.0
36326,111,18.740000000000002,20.0,0.0
10085,40,4.42,2.0,0.0
48444,152,197.57,220.0,0.0
34311,99,0.0,0.0,86.0
48444,152,425.46999999999997,421.5,48.0
4035,9,0.0,0.0,4.5
10087,24,1.3900000000000001,4.0,19.0
8069,25,0.0,0.0,8.0
2019,2,0.0,0.0,1.0
2017,6,0.0,0.0,6.0
24224,60,0.0,0.0,16.0
4038,13,0.0,0.0,2.0
4036,14,0.0,0.0,2.0
12110,40,0.0,0.0,6.0
2017,10,0.0,0.0,1.0
46424,143,7.38,4.92,84.92
36326,117,15.19,14.0,3.0
2017,9,0.0,0.0,2.0
2019,3,0.0,0.0,1.0
2017,10,0.0,0.0,1.0
6051,21,0.0,0.0,4.0
6051,23,0.0,0.0,4.0
10094,28,30.09,30.0,0.0
8068,31,0.0,0.0,6.0
32288,106,2.38,3.0,46.0
34310,111,0.0,0.0,51.0
4034,13,0.0,0.0,7.0
44408,139,0.0,0.0,102.0
4034,13,0.8400000000000001,0.0,0.0
4034,21,0.0,0.0,0.0
2017,12,0.0,0.0,1.0
2017,6,0.0,0.0,1.0
48444,152,1.98,2.0,238.0
2019,6,0.0,0.0,1.0
14120,57,0.0,0.0,40.0
8068,30,0.0,0.0,9.0
10087,36,0.0,0.0,26.0
16138,56,0.0,0.0,28.0
2018,1,0.0,0.0,1.0
26249,65,4.5600000000000005,7.0,13.92
2017,6,0.0,0.0,1.0
4034,14,0.0,0.0,3.0
6051,21,0.0,0.0,6.0
28250,81,0.0,0.0,124.0
2017,9,0.0,0.0,1.0
28254,99,0.0,0.0,57.0
28250,81,35.339999999999996,32.0,0.0
48444,152,27.669999999999998,27.0,32.0
44408,149,273.29,287.6,0.0
46427,145,25.37,29.0,0.0
46427,146,13.79,17.0,1.0
46424,149,37.01,14.0,8.0
2017,7,0.0,0.0,2.0
6051,21,0.0,0.0,40.0
48444,152,0.0,0.0,426.0
12111,40,0.0,0.0,38.0
6052,19,0.0,0.0,2.0
46427,144,0.0,0.0,116.0
48444,152,17.0,29.0,669.0
2017,6,0.0,0.0,1.0
2017,9,0.0,0.0,2.0
2019,3,0.0,0.0,1.0
48444,152,569.09,619.51,10.0
48444,152,502.01,510.0,1.0
8068,35,0.0,0.0,5.0
48444,152,25.04,17.0,148.0
20179,70,2.5300000000000002,2.0,0.0
14119,63,15.71,15.0,1.0
34309,108,5.26,6.0,0.0
48444,152,67.11,60.84,1.0
26233,89,4.61,5.0,3.0
2017,7,0.0,0.0,4.0
4034,13,0.0,0.0,8.0
2017,7,0.0,0.0,5.0
16139,66,0.0,0.0,28.0
42391,134,0.0,0.0,170.0
12103,49,0.0,0.0,20.0
20183,66,1.04,2.0,0.0
14123,50,0.33,2.0,18.0
4039,7,0.0,0.0,8.0
6053,24,0.0,0.0,9.0
4034,17,0.0,0.0,7.0
18165,56,0.0,0.0,21.0
2019,9,0.0,0.0,2.0
2017,9,0.0,0.0,2.0
2017,8,0.0,0.0,1.0
18172,53,0.0,0.0,14.0
30271,90,0.0,0.0,120.96000000000001
8076,27,0.0,0.0,4.0
38351,114,0.0,0.0,59.0
26245,76,0.0,0.0,39.0
18155,66,0.0,0.0,103.0
2019,4,0.0,0.0,1.0
4036,19,0.0,0.0,1.0
4034,15,0.0,0.0,4.0
2017,8,0.0,0.0,1.0
4034,15,0.0,0.0,3.0
2017,6,0.0,0.0,1.0
48444,152,379.47,390.0,0.0
10094,26,0.0,0.0,17.0
42391,136,0.0,0.0,67.5
2017,6,1.0,1.0,0.0
40367,129,5.83,3.0,25.0
20177,68,0.0,0.0,19.0
4034,15,0.0,0.0,5.0
4034,15,0.0,0.0,2.0
2017,6,0.0,0.0,3.0
6051,21,0.0,0.0,21.0
18161,55,0.0,0.0,145.93
2017,6,0.0,0.0,2.0
14126,36,0.0,0.0,8.0
34315,99,0.0,0.0,24.0
18155,66,0.0,0.0,69.0
2017,6,2.04,2.0,0.0
16152,44,4.58,0.0,0.0
22199,69,0.0,0.0,19.0
6057,16,0.0,0.0,4.0
42384,133,0.0,0.0,79.0
2017,10,0.0,0.0,1.0
4038,5,0.0,0.0,2.0
14130,34,0.0,0.0,12.0
8070,29,0.0,0.0,5.0
48444,152,36.73,38.96,5.0
18155,66,2.92,-0.04,0.0
6056,17,0.0,0.0,4.0
4034,16,0.0,0.0,4.0
2017,10,0.0,0.0,1.0
2017,10,0.0,0.0,1.0
38345,124,43.11,22.75,0.0
24214,98,5.71,20.0,0.0
2017,6,0.0,0.0,1.0
4034,13,0.0,0.0,16.0
6051,21,0.0,0.0,14.0
4034,13,0.0,0.0,1.0
48444,152,49.25,43.75,4.0
2017,6,0.0,0.0,1.0
2017,6,0.0,0.0,1.0
4034,13,0.0,0.0,12.0
4034,13,0.0,0.0,4.0
48444,152,79.0,71.0,758.0
2017,6,0.0,0.0,2.0
2017,6,0.0,0.0,3.0
2017,6,0.0,0.0,1.0
2017,6,0.0,0.0,4.0
2017,6,0.0,0.0,1.0
2017,6,0.0,0.0,1.0
2017,12,0.0,0.0,1.0
20174,69,6.050000000000001,4.0,0.0
30279,100,0.0,0.0,18.0
2017,6,0.0,0.0,1.0
48444,152,394.45,393.15,248.0
2017,6,0.0,0.0,2.0
2017,6,0.0,0.0,2.0
2017,6,0.0,0.0,1.0
14121,49,3.9,4.0,5.0
2017,12,0.0,0.0,1.0
4034,14,0.0,0.0,3.0
2017,7,0.0,0.0,1.0
28264,63,0.0,0.0,56.0
26235,99,0.0,0.0,34.0
40375,124,0.5900000000000001,1.0,147.66
2017,6,0.0,0.0,2.0
12104,50,0.0,0.0,9.0
2017,6,0.0,0.0,5.0
2017,6,0.0,0.0,1.0
6052,17,0.0,0.0,5.0
2017,6,0.0,0.0,1.0
2017,6,0.0,0.0,1.0
4039,11,0.0,0.0,2.0
2017,6,0.0,0.0,1.0
2017,6,0.0,0.0,1.0
8068,30,0.0,0.0,16.0
8068,39,1.72,2.0,3.0
10089,24,4.5,3.75,57.75
48444,152,0.0,0.0,190.88
2017,6,0.0,0.0,3.0
16148,48,0.0,0.0,11.0
4034,13,0.0,0.0,4.0
4034,13,0.0,0.0,16.0
8068,33,0.0,0.0,6.0
2017,6,0.0,0.0,1.0
26248,73,0.0,0.0,39.0
4034,14,0.0,0.0,6.0
6051,21,0.0,0.0,8.0
6053,19,0.0,0.0,3.0
4036,9,0.0,0.0,34.0
4034,13,0.0,0.0,4.0
4034,13,0.0,0.0,53.0
2017,6,0.0,0.0,1.0
2017,6,0.0,0.0,1.0
14127,58,0.0,0.0,7.0
6051,28,0.0,0.0,10.0
48444,152,212.76999999999998,228.66,0.0
2017,6,0.0,0.0,1.0
18156,66,0.0,0.0,165.0
2019,7,0.0,0.0,1.0
14124,63,2.71,1.0,2.0
16145,64,0.0,0.0,12.0
2017,12,0.0,0.0,1.0
28252,96,7.5,4.0,2.0
4034,13,0.0,0.0,108.0
38352,106,0.0,0.0,57.92
48444,152,4071.7799999999997,4181.82,35.0
2017,6,0.0,0.0,26.0
18159,79,3.54,2.0,0.0
6054,22,1.4,0.0,0.0
4034,13,0.0,0.0,2.0
42388,125,0.0,0.0,34.0
48444,152,970.69,992.03,126.0
46424,143,0.0,0.0,-147.0
2017,6,0.0,0.0,17.0
4034,15,0.0,0.0,2.0
48444,152,54.7,52.92,3.0
4034,13,0.0,0.0,9.0
6051,24,0.0,0.0,33.0
2017,6,0.0,0.0,1.0
2017,6,0.0,0.0,1.0
4036,12,0.0,0.0,4.0
2017,6,0.0,0.0,1.0
8068,38,0.0,0.0,5.0
4034,13,0.0,0.0,2.0
34307,116,18.12,20.0,32.0
2017,7,0.0,0.0,1.0
2017,7,0.0,0.0,1.0
38347,126,2.21,3.0,101.0
8068,36,0.0,0.0,11.0
2017,6,0.0,0.0,1.0
2017,6,0.0,0.0,2.0
2017,6,0.0,0.0,2.0
12109,27,0.0,0.0,6.0
2017,7,0.0,0.0,6.0
2017,7,0.0,0.0,1.0
22207,67,0.0,0.0,34.0
2017,7,0.0,0.0,2.0
10086,38,0.0,0.0,15.0
2017,7,0.0,0.0,7.0
4034,15,0.0,0.0,5.0
4034,16,0.0,0.0,10.0
8073,25,68.65,64.0,0.0
4037,16,0.0,0.0,4.0
2017,7,0.0,0.0,1.0
4034,15,0.0,0.0,2.0
4034,17,0.0,0.0,2.0
2017,7,0.0,0.0,2.0
2017,7,0.0,0.0,1.0
2017,7,0.0,0.0,6.0
2017,7,0.0,0.0,1.0
4034,15,0.0,0.0,1.0
2017,7,0.0,0.0,1.0
10093,38,0.0,0.0,5.0
2017,7,0.0,0.0,2.0
46427,146,213.38,192.0,249.82999999999998
2017,7,0.0,0.0,4.0
10086,39,0.0,0.0,14.34
12107,46,0.0,1.0,13.0
2017,7,0.0,0.0,15.0
2017,7,0.0,0.0,14.0
2017,7,0.0,0.0,5.0
2017,7,0.0,0.0,5.0
2017,7,0.0,0.0,2.0
6051,27,0.0,0.0,6.0
10094,29,0.0,0.0,39.0
2017,7,0.0,0.0,2.0
2017,7,0.0,0.0,2.0
2017,7,0.0,0.0,2.0
2017,7,0.0,0.0,2.0
4034,15,0.0,0.0,18.0
4034,15,0.0,0.0,5.0
6051,25,0.0,0.0,17.0
4034,15,0.0,0.0,19.75
4036,13,0.0,0.0,2.0
28256,85,0.0,0.0,90.0
2017,7,0.0,0.0,2.0
12103,51,0.0,0.0,21.96
4034,17,2.99,3.0,54.0
4034,15,0.0,0.0,5.0
2017,7,0.0,0.0,1.0
2017,7,0.0,0.0,1.0
6051,25,0.0,0.0,5.0
2017,7,0.0,0.0,2.0
4034,15,0.0,0.0,3.0
4034,15,0.0,0.0,4.0
16140,60,5.0,5.0,44.75
12108,33,0.0,0.0,8.0
2017,7,0.0,0.0,2.0
10086,38,0.0,0.0,19.0
14120,58,0.0,0.0,37.0
24214,94,6.71,3.0,1.0
4034,16,0.0,0.0,100.0
6051,26,0.0,0.0,120.0
2017,7,0.0,0.0,1.0
4034,13,0.0,0.0,149.0
4034,13,0.0,0.0,80.0
4034,13,0.0,0.0,41.0
6053,14,0.5,0.0,40.0
8072,16,0.75,0.0,40.0
8068,39,0.0,0.0,114.0
6051,28,0.0,0.0,76.0
8068,38,0.0,0.0,50.0
6051,24,0.0,0.0,7.0
14121,50,0.0,0.0,14.0
2017,7,0.0,0.0,1.0
2017,7,0.0,0.0,1.0
4035,9,0.0,0.0,7.0
4034,15,0.0,0.0,4.0
42387,130,23.25,30.0,106.0
6053,23,0.0,0.0,4.0
10089,21,0.0,0.0,7.0
8071,21,0.0,0.0,4.0
4034,15,0.0,0.0,34.0
6055,11,0.0,0.0,4.0
2017,7,0.0,0.0,2.0
42393,131,0.0,0.0,98.66
48444,152,347.06,329.84,18.0
36336,119,0.0,0.0,47.0
2017,8,0.0,0.0,1.0
20192,44,0.0,0.0,11.0
2017,8,0.0,0.0,2.0
2017,8,0.0,0.0,3.0
20187,63,2.19,3.0,50.0
8071,22,0.0,0.0,7.0
4034,17,0.0,0.0,41.0
4034,17,0.0,0.0,10.0
2017,8,0.0,0.0,1.0
18155,66,50.29,35.0,0.0
2017,8,0.0,0.0,2.0
10086,40,0.0,0.0,15.0
14121,53,0.0,0.0,29.0
2017,8,0.0,0.0,4.0
4034,17,0.0,0.0,5.0
10086,40,0.0,0.0,30.0
4034,19,0.0,0.0,5.0
6051,30,0.0,0.0,4.0
12113,45,0.0,0.0,8.0
2017,8,0.0,0.0,1.0
46425,143,23.06,18.0,4.0
2017,8,0.0,0.0,13.0
48444,152,254.25,233.0,0.0
2017,9,0.0,0.0,2.0
2017,9,0.0,0.0,1.0
4034,19,0.0,0.0,2.0
6057,27,0.0,0.0,31.0
14125,65,4.82,5.0,114.0
6053,25,0.0,0.0,4.0
6053,26,0.0,0.0,6.0
2017,8,0.0,0.0,1.0
2017,8,0.0,0.0,6.0
2017,8,0.0,0.0,1.0
8072,38,0.0,0.0,5.0
4034,17,0.0,0.0,21.0
14130,41,0.0,0.0,8.0
16148,64,0.0,0.0,101.0
20183,75,2.0,2.0,154.0
4034,17,0.0,0.0,6.0
16147,70,0.0,0.0,285.93
2017,9,0.0,0.0,4.0
4034,17,0.0,0.0,14.0
2020,9,2.72,2.0,7.0
2019,3,0.0,0.0,1.0
2017,8,0.0,0.0,1.0
12109,40,0.0,0.0,6.0
42393,131,1430.02,1513.0,3734.5
40366,129,0.0,0.0,34.0
2017,9,0.0,0.0,1.0
2017,9,0.0,0.0,4.0
48444,152,212.96,193.0,1.0
2017,9,0.0,0.0,1.0
8072,23,0.0,0.0,10.0
14121,53,0.0,0.0,64.0
4034,17,0.0,0.0,2.0
6052,21,0.0,0.0,47.0
4036,17,0.0,0.0,2.0
8076,29,0.0,0.0,4.0
4034,17,0.0,0.0,2.0
16149,33,0.0,0.0,10.0
8072,29,0.0,0.0,7.0
18155,66,0.0,0.0,31.0
2017,8,0.0,0.0,1.0
6051,21,0.0,0.0,3.0
2017,8,0.0,0.0,3.0
4034,13,0.66,0.0,0.0
2017,9,0.0,0.0,10.0
4034,21,0.0,0.0,10.0
