YEAR,MONTH,RETAIL SALES,RETAIL TRANSFERS,WAREHOUSE SALES
12109,32,0.0,0.0,13.0
46424,143,73.82000000000001,54.0,1.0
8074,33,0.0,0.0,4.0
30280,89,0.0,0.0,33.0
2017,10,0.0,0.0,2.0
4034,18,0.0,0.0,1.0
14131,43,1.0,2.0,14.0
12102,57,1.7,1.0,0.0
46425,151,17.35,18.0,74.92
32297,117,0.0,0.0,37.0
6055,16,0.0,0.0,1.0
8069,32,0.32,1.0,0.0
26244,82,0.0,0.0,27.0
26244,86,0.16,0.0,12.0
18173,60,0.0,0.0,13.0
14133,51,0.0,0.0,20.0
28261,105,0.0,0.0,35.0
2018,2,0.0,0.0,1.0
22197,63,1.28,2.0,7.0
18155,66,0.0,0.0,19.0
48444,152,0.0,0.0,141.0
48444,152,35.85,35.0,19.0
48444,152,25.22,25.67,2.0
38352,106,0.0,0.0,36.0
48444,152,273.05,272.0,91.0
14131,56,0.0,0.0,14.0
6051,27,0.0,0.0,8.0
2017,8,0.0,0.0,1.0
12103,49,4.08,1.0,0.0
12102,55,0.0,0.0,7.58
2017,7,0.0,0.0,1.0
10090,33,0.0,0.0,9.0
46424,151,53.95,51.83,37.0
14121,44,1.45,0.0,0.0
2017,6,0.4,0.0,0.0
14132,42,0.0,0.0,9.0
2019,2,0.0,0.0,1.0
6051,21,0.0,0.0,5.0
2018,1,0.0,0.0,1.0
42391,138,9.11,4.0,39.0
36327,124,8.09,8.0,1.0
12102,52,2.2199999999999998,1.0,0.0
4036,11,0.0,0.0,2.0
8068,37,0.5599999999999999,0.0,0.0
8070,26,0.0,0.0,2.0
10096,25,0.49,0.0,0.0
10085,47,0.97,0.0,0.0
26231,76,8.66,8.0,5.0
8069,25,0.0,0.0,3.0
12115,23,0.0,0.0,7.0
6051,24,0.24,0.0,0.0
6053,32,0.0,0.0,7.0
4034,20,0.0,0.0,1.0
16145,58,0.0,0.0,8.0
6059,18,0.0,0.0,9.0
28260,101,0.0,0.0,16.0
48444,152,35.17,26.0,237.92000000000002
6053,30,0.0,0.0,3.0
8074,27,0.0,0.0,4.0
48444,152,24.86,25.0,58.0
18155,66,9.95,0.0,0.0
10094,27,0.0,0.0,5.0
48444,152,451.95,495.43,483.0
42384,133,51.33,46.0,34.0
2017,11,0.0,0.0,2.0
48444,152,38.56,44.0,102.0
46424,143,102.17999999999999,96.17,57.0
6057,22,0.0,0.0,2.0
42385,128,43.49,37.0,30.0
48444,152,0.0,0.0,130.0
6051,28,0.0,0.0,7.0
40366,123,0.0,0.0,72.0
26247,64,0.0,0.0,25.0
2019,3,0.0,0.0,1.0
4040,16,0.16,0.0,0.0
22201,69,0.0,0.0,17.0
34317,107,0.0,0.0,28.0
20185,73,0.0,0.0,14.0
4034,13,0.4,0.0,0.0
48444,152,292.74,309.68,699.92
16150,42,0.0,0.0,12.0
26241,73,4.07,5.0,0.0
24218,72,1.28,1.0,0.0
4034,21,0.0,0.0,2.0
48444,152,71.36,79.0,0.0
48444,152,0.0,0.0,232.0
2017,10,0.0,0.0,2.0
48444,152,70.66,75.0,3.0
2017,9,0.0,0.0,1.0
48444,152,6.67,2.0,92.0
46424,149,21.21,18.0,18.0
24222,80,1.1800000000000002,1.0,16.0
48444,152,64.17,76.67,175.76
10086,39,1.13,0.0,2.0
24213,94,0.97,1.0,23.0
18159,51,0.0,0.0,29.0
18168,54,0.0,0.0,14.0
14125,52,0.0,0.0,7.0
42388,124,0.0,0.0,81.0
12115,34,0.0,0.0,8.0
4034,21,0.0,0.0,2.0
4034,21,0.0,0.0,0.0
8068,39,0.58,0.58,0.08000000000000007
48444,152,13.54,9.92,55.58
32291,87,5.19,3.92,70.0
6053,22,0.0,0.0,3.0
48444,152,0.0,0.0,192.0
44407,139,0.0,0.0,94.92
8073,36,0.0,0.0,4.0
2018,1,0.0,0.0,1.0
30275,90,0.0,0.0,38.0
46427,144,0.0,0.0,93.0
2017,6,0.0,0.0,1.0
12108,30,0.7400000000000001,0.0,0.0
10085,46,0.8,0.0,0.0
48444,152,23.15,21.17,267.0
18160,85,0.81,1.0,5.0
26234,89,4.82,0.0,9.0
2017,10,0.0,0.0,1.0
22201,63,0.0,0.0,19.0
2018,2,0.0,0.0,3.0
10085,50,0.81,0.0,0.0
28262,88,0.0,0.0,47.0
24215,100,6.42,7.0,10.0
2017,6,0.0,0.0,2.0
46425,145,1.86,2.0,60.83
10085,44,0.0,0.0,11.0
32295,96,0.0,0.0,22.0
40367,117,0.0,0.0,53.0
2018,1,0.0,-0.08,0.0
42389,131,0.0,0.0,31.0
2019,1,0.0,1.67,0.0
20181,63,0.0,0.0,11.0
36332,123,0.0,0.0,32.0
18155,66,3.9,3.0,36.0
44407,136,20.98,13.0,28.0
40366,115,7.67,7.0,27.0
2017,9,0.0,0.0,1.0
24224,70,0.0,0.0,30.0
22202,85,0.0,0.0,17.0
24216,69,0.0,0.0,28.0
26237,88,0.0,0.0,21.0
46425,145,2.37,2.0,43.0
4035,12,0.0,0.0,2.0
24218,78,0.0,0.0,25.0
42384,133,5.53,5.0,14.0
8068,30,0.0,0.0,18.0
40373,125,1.88,1.0,88.0
12117,31,0.0,0.0,6.0
30280,82,0.0,0.0,30.0
42384,133,44.99,39.92,69.0
2020,9,0.08,0.0,0.0
48444,152,3.13,3.83,279.0
14127,56,0.0,0.0,11.0
38346,128,0.0,0.0,123.0
14120,56,0.0,0.0,23.0
24214,77,0.0,0.0,26.0
16146,59,0.0,0.0,16.0
20187,78,0.0,0.0,17.0
18155,66,20.43,2.92,1.0
6054,12,0.0,0.0,3.0
6057,18,0.0,0.0,3.0
42388,142,0.0,0.0,68.0
42391,131,0.24,0.0,151.0
42391,130,0.0,0.0,109.0
46427,142,0.0,0.0,184.0
42389,132,0.0,0.0,144.0
44408,136,0.0,0.0,152.0
8069,31,0.0,0.0,7.0
2019,10,0.0,0.0,1.0
20181,61,5.91,0.0,0.0
8072,23,0.0,0.0,4.0
48444,152,9.55,1.0,46.0
26231,79,10.71,0.0,0.0
20181,62,0.88,0.0,8.0
16144,50,0.0,0.0,11.0
30282,104,1.94,0.0,24.0
34316,106,4.21,6.0,8.0
16148,39,22.04,10.0,10.0
10095,31,0.0,0.0,7.0
6053,23,0.0,0.0,3.0
38355,114,2.04,2.83,13.0
44409,139,172.31,185.49,0.0
48444,152,37.83,28.0,0.0
46424,145,15.23,7.0,0.0
32288,94,21.25,18.0,0.0
40364,132,53.9,36.0,0.0
48444,152,174.35999999999999,170.0,210.0
48444,152,158.44,164.83,124.0
2017,6,0.68,0.0,0.0
48444,152,165.6,162.66,165.0
48444,152,895.56,873.0,1.0
18166,60,0.0,0.0,12.0
6051,22,4.33,0.0,0.0
40367,131,10.88,5.0,0.0
26231,78,7.569999999999999,3.0,0.0
42393,131,14.379999999999999,9.0,0.0
46424,143,16.81,1.6600000000000001,0.0
48444,152,14.25,1.0,0.0
46424,143,41.56,23.0,2.0
6051,26,0.0,0.0,6.0
48444,152,3.08,5.0,217.0
4040,4,0.0,0.0,3.0
2020,7,0.0,0.0,1.0
16137,64,2.8000000000000003,1.92,1.0
12106,37,0.0,0.0,4.0
22199,68,3.54,3.0,0.0
6052,22,0.17,1.0,0.0
20185,51,0.0,0.0,15.0
4035,12,0.0,0.0,2.0
10087,37,0.0,0.0,5.0
4034,19,0.0,0.0,2.0
4038,9,0.0,0.0,2.0
48444,152,39.41,44.0,44.0
8068,38,1.0699999999999998,0.0,0.0
26232,76,3.32,0.0,18.0
2019,4,0.0,0.0,1.0
4038,13,0.0,0.0,2.0
4038,9,0.0,0.0,2.0
14127,37,0.0,0.0,12.0
24215,75,2.21,1.0,12.0
2018,2,0.0,0.0,3.0
6055,21,0.0,0.0,3.0
16137,65,2.18,2.0,19.0
14120,58,0.7200000000000001,0.0,11.0
16137,64,25.52,21.66,44.84
48444,152,17.36,16.0,90.0
14125,51,1.35,0.0,6.0
2017,9,0.0,0.0,1.0
4034,23,0.81,0.0,0.0
48444,152,25.8,24.92,32.0
12115,47,0.7000000000000001,0.0,0.0
4035,12,0.0,0.0,2.0
14131,49,0.0,0.0,7.0
48444,152,23.75,14.0,8.0
2019,2,0.0,0.0,1.0
4035,7,0.0,0.0,7.0
4038,17,0.0,0.0,3.0
36330,118,0.0,0.0,55.0
20179,72,0.0,0.0,16.0
48444,152,28.11,27.0,58.0
12109,38,0.0,0.0,7.0
14131,42,0.0,0.0,40.0
32292,111,1.53,0.0,20.0
16151,41,0.0,0.0,8.0
14125,42,0.0,0.0,7.0
2018,1,0.17,0.0,0.0
6057,20,0.0,0.0,7.0
4034,16,0.0,0.0,1.0
48444,152,17.5,7.92,163.0
6052,23,0.0,0.0,3.0
2017,10,0.0,0.0,1.0
40365,124,8.54,8.0,35.0
2019,8,0.0,0.0,1.0
10091,39,0.8600000000000001,0.0,0.0
18163,55,0.0,0.0,41.0
2018,2,0.0,0.0,1.0
16152,45,17.08,43.0,34.0
14135,34,10.32,42.0,19.0
4036,18,0.0,0.0,2.0
2017,8,0.0,0.0,1.0
2018,2,0.0,0.0,1.0
4036,3,5.84,6.92,0.0
18155,66,1.2000000000000002,1.0,8.0
24219,89,0.0,0.0,18.0
6052,17,0.0,0.0,10.0
4036,11,0.0,0.0,4.0
2020,1,0.0,0.0,1.0
26250,82,2.72,2.0,18.0
42385,134,0.0,0.0,81.0
2017,11,0.0,0.0,1.0
4034,19,0.98,1.0,0.0
44408,143,2.54,4.0,99.0
4034,13,0.61,0.0,0.0
8068,41,0.0,0.0,4.0
22198,98,30.599999999999998,31.83,324.0
36326,121,22.08,2.0,0.0
4034,19,0.89,0.0,0.0
2017,6,0.0,0.0,1.0
30280,102,0.0,0.0,20.0
16140,51,2.36,0.0,2.0
8070,21,0.41000000000000003,0.0,2.0
2018,2,0.08,0.0,0.0
24226,70,0.0,0.0,17.0
10086,37,0.0,0.0,5.0
36334,113,0.0,0.0,20.0
4036,19,0.0,0.0,2.0
12108,46,0.0,0.0,6.0
2017,9,0.0,0.0,2.0
2019,5,0.0,0.0,1.0
2017,6,0.0,0.0,1.0
2019,3,0.0,0.0,1.0
18158,67,0.0,0.0,16.0
4035,13,0.0,0.0,2.0
18167,55,0.0,0.0,9.0
2019,5,0.0,0.0,2.0
12112,13,1.3,1.0,0.0
2017,11,0.0,0.0,1.0
2018,2,0.0,0.0,1.0
42385,135,4.18,1.0,18.0
8069,33,0.0,0.0,6.0
20188,59,0.0,0.0,14.0
20189,51,0.0,0.0,12.0
8068,33,0.0,0.0,7.0
14128,42,0.0,0.0,7.0
26243,90,1.08,0.0,8.0
16144,58,1.46,0.0,0.0
6054,22,0.0,0.0,4.0
24218,72,0.0,0.0,16.0
10095,26,0.0,0.0,7.0
40371,126,2.11,2.0,13.0
6053,21,0.16,0.0,4.0
40364,132,36.34,40.0,134.0
8073,32,0.0,0.0,4.0
4036,12,0.0,0.0,2.0
38348,121,2.45,2.0,29.0
4035,11,0.0,0.0,1.0
22208,51,0.0,0.0,10.83
38355,121,0.0,0.0,29.0
48444,152,0.0,0.0,95.0
12112,50,0.0,0.0,13.0
46425,151,0.0,0.0,56.0
6053,25,0.0,0.0,3.0
6054,16,0.0,0.0,3.0
26233,77,0.24,1.0,23.0
44407,131,1.19,3.5,159.0
44405,143,0.8500000000000001,0.0,70.83
2020,9,0.0,0.0,-1.0
28259,91,1.57,3.0,36.0
38347,110,0.4,-0.08,74.0
38350,106,1.4,1.0,29.0
10094,29,0.0,0.0,26.0
32292,102,1.49,0.0,30.0
18172,49,0.0,0.0,10.0
10095,32,2.0,2.0,2.0
4035,12,0.0,0.0,3.0
20175,70,15.29,2.0,0.0
42384,133,19.53,12.0,0.0
24212,87,7.3100000000000005,0.0,0.0
40369,115,8.47,5.0,0.0
8069,32,0.0,0.0,4.0
12109,31,0.0,0.0,7.0
2017,12,0.0,0.0,7.0
8072,36,0.0,0.0,4.0
4034,18,0.0,0.0,2.0
34312,102,0.0,0.0,40.0
8076,26,0.0,0.0,4.0
24218,76,0.0,0.0,21.0
22193,78,16.38,10.0,7.0
10086,34,0.74,0.0,1.0
14135,51,0.0,0.0,39.0
48444,152,64.03,45.0,17.0
2017,7,0.0,0.0,2.0
10092,21,0.65,2.0,0.0
38351,122,0.0,0.0,28.0
16155,50,0.0,0.0,26.0
2018,1,0.0,0.0,1.0
16138,55,0.0,0.0,10.0
20182,61,2.36,3.0,4.0
18175,59,0.0,0.0,54.0
32296,115,0.0,0.0,39.0
44405,149,0.24,1.0,76.0
8068,42,0.0,0.0,5.0
4034,21,0.0,0.0,2.83
48444,152,74.85,56.0,13.0
2019,6,0.0,0.0,1.0
26235,100,1.13,0.0,9.0
2019,1,0.0,0.0,1.0
2019,3,0.0,0.0,0.0
6058,28,0.0,0.0,6.0
6051,28,0.48,0.0,0.0
6052,23,0.0,0.0,3.0
46424,145,46.27,29.92,53.92
20191,64,0.0,0.0,13.0
48444,152,5.1899999999999995,4.0,173.75
46427,144,16.95,16.25,77.0
4034,17,0.32,0.0,0.0
10085,50,1.88,0.0,0.0
48444,152,0.0,0.0,109.59
8068,30,1.6900000000000002,0.0,0.0
14128,42,0.0,0.0,16.0
24227,77,0.0,0.0,15.0
6054,9,0.0,0.0,3.0
28263,88,0.0,0.0,47.0
6051,27,0.0,0.0,5.0
4036,16,0.0,0.0,6.0
8068,34,0.56,0.0,0.0
18161,68,0.0,0.0,15.0
22197,88,0.49,0.0,13.0
48444,152,29.9,29.0,34.0
32291,108,8.73,5.0,6.0
46424,149,14.09,10.0,41.75
2019,10,0.0,0.0,0.0
10086,34,0.8500000000000001,0.0,8.0
2017,11,0.0,0.0,1.0
10085,46,0.0,0.0,3.0
14121,45,1.82,0.0,0.0
2019,7,0.0,0.0,1.0
4036,13,0.16,0.0,3.0
14126,49,0.91,0.0,5.0
14120,58,0.81,0.0,0.0
48444,152,28.72,25.0,12.0
4038,13,0.24,0.0,0.0
4034,19,0.0,0.0,2.0
12104,36,1.48,0.0,1.0
6053,15,0.16,0.0,2.0
2017,11,0.0,0.0,2.0
12106,50,0.0,0.0,8.0
4037,15,0.0,0.0,2.0
26235,85,0.0,0.0,26.0
22201,94,2.99,4.0,0.0
30271,110,5.26,1.0,0.0
32292,108,5.14,7.0,1.0
6057,15,0.4,0.0,0.0
4034,17,0.0,0.0,2.0
34315,111,0.0,0.0,29.0
2017,11,0.0,0.0,1.0
6051,21,0.0,0.0,4.0
4034,23,0.73,0.0,0.0
12104,36,0.0,0.0,12.0
48444,152,11.15,16.0,276.0
12111,42,0.0,0.0,7.0
2017,6,0.0,0.0,1.0
36328,116,1.38,3.92,95.0
10094,42,0.0,0.0,5.0
18160,63,0.0,0.0,15.92
2017,10,0.0,0.0,1.0
6055,21,0.0,0.0,3.0
2019,1,0.0,0.0,1.0
10095,15,0.0,0.0,25.0
20181,58,0.0,0.0,9.92
4034,13,0.24,0.0,0.0
40371,119,16.38,17.0,0.0
6053,14,0.68,0.0,0.0
46425,142,21.18,18.0,0.0
48444,152,1356.6200000000001,1397.26,25.0
48444,152,45.39,28.0,37.0
46424,145,9.02,8.0,38.0
6052,23,1.62,0.0,0.0
28250,101,4.11,2.0,1.0
18169,55,0.0,0.0,10.0
10085,40,3.92,2.0,0.0
18167,46,0.0,0.0,20.0
48444,152,38.28,29.0,0.0
20174,67,46.12,40.0,151.0
40365,131,14.11,7.0,7.0
46425,151,2.02,0.0,53.0
12107,36,0.0,0.0,6.0
6052,22,0.65,0.0,0.0
2017,6,0.0,0.0,1.0
4039,11,0.0,0.0,1.0
2017,6,0.0,0.0,2.0
16151,55,0.8099999999999999,0.0,16.0
14124,40,0.72,0.0,5.0
40370,122,0.0,0.0,37.0
6051,27,0.4,0.0,0.0
2018,1,0.0,0.0,1.0
6059,21,0.0,0.0,3.0
2017,7,0.0,0.0,1.0
12102,52,1.31,0.0,5.0
12102,57,0.0,0.0,9.0
6057,15,0.0,0.0,3.0
16149,53,0.0,0.0,8.0
12109,40,0.0,0.0,5.0
12109,46,0.0,0.0,7.0
12114,37,0.0,0.0,6.0
10091,40,2.84,3.0,4.0
2017,10,0.0,0.0,2.0
40367,123,0.0,0.0,26.0
36329,127,1.15,1.0,31.75
16140,48,2.44,1.0,8.0
2017,11,0.08,0.0,0.0
2017,7,0.0,0.0,1.0
6057,15,0.0,0.0,3.0
4037,4,0.0,0.0,2.0
14126,43,0.0,0.0,7.0
4038,16,0.0,0.0,3.0
2017,8,0.0,0.0,1.0
2019,4,0.0,0.0,1.0
30273,89,96.21,84.66,0.0
12109,32,0.0,0.0,8.0
8077,21,0.0,0.0,4.0
32297,93,2.88,1.0,31.0
6052,24,1.7,0.0,0.0
48444,152,420.05,469.59000000000003,192.0
4034,13,0.0,0.5,0.0
48444,152,13.84,10.75,86.0
48444,152,30.59,30.0,194.0
44404,144,38.91,31.0,16.0
44405,140,2.26,0.0,36.0
16138,60,0.0,0.0,9.0
18155,66,4.9399999999999995,2.0,31.0
24225,67,0.0,0.0,19.0
10086,41,2.04,0.0,0.0
6053,21,0.0,0.0,3.0
6052,19,0.0,0.0,3.0
8070,25,0.9700000000000001,1.0,6.0
48444,152,17.07,14.0,879.67
48444,152,87.33,82.0,248.0
48444,152,13.75,8.0,266.84
48444,152,34.26,27.0,692.75
4034,18,0.8500000000000001,0.0,0.0
2019,11,0.0,0.0,0.0
48444,152,31.84,21.0,5.0
20187,66,0.16,0.0,74.0
2019,1,0.0,0.0,1.0
12102,51,2.27,0.0,0.0
42384,133,14.98,16.67,87.0
40368,138,0.0,0.0,65.0
2020,1,0.0,0.0,1.0
12114,29,0.0,0.0,14.0
42392,133,15.95,17.0,49.0
2017,7,0.0,0.0,1.0
6054,30,0.0,0.0,3.0
12103,48,0.0,0.0,6.0
12108,30,0.5700000000000001,0.0,2.0
20176,64,0.0,0.0,16.0
8077,28,0.0,0.0,6.0
4035,8,0.0,0.0,3.0
4035,8,0.0,0.0,3.0
10086,38,0.81,0.0,0.0
2017,6,0.0,0.0,1.0
16138,55,0.0,0.0,20.0
14121,52,2.0300000000000002,0.0,0.0
4034,17,0.0,0.0,2.0
34313,106,0.0,1.0,25.0
10088,30,0.0,0.0,6.0
12113,25,0.48000000000000004,1.0,13.0
46424,143,3.74,4.0,139.0
16152,59,0.8999999999999999,1.0,19.0
22203,85,0.9700000000000001,1.0,18.0
2019,9,0.0,0.0,1.0
48444,152,0.0,0.0,152.0
8070,41,0.5900000000000001,0.0,2.0
12109,34,0.0,0.0,9.0
6055,18,0.0,0.0,3.0
40372,117,0.0,0.0,83.0
4038,21,0.0,0.0,4.0
48444,152,8.16,10.25,761.0
14119,63,0.0,0.0,20.0
14128,44,0.0,0.0,10.0
30281,96,2.16,2.0,8.0
24223,76,0.0,0.0,18.0
48444,152,6.21,6.91,259.0
48444,152,10.87,14.0,227.92
4034,16,0.0,0.0,2.0
4038,15,0.0,0.0,3.0
6057,21,0.0,0.0,4.0
4038,5,0.0,0.0,4.0
44404,136,7.71,5.0,30.0
48444,152,42.71,41.0,115.0
48444,152,91.21,102.0,131.0
48444,152,12.19,10.0,112.0
48444,152,19.08,22.0,275.0
4037,4,0.0,0.0,6.0
46424,151,9.69,7.0,146.0
46427,146,79.59,74.0,502.0
32306,87,0.0,0.0,52.0
42387,135,0.0,0.0,88.0
8075,31,0.0,0.0,4.0
48444,152,28.169999999999998,27.92,37.0
22201,72,0.0,0.0,30.0
48444,152,0.0,0.0,115.0
28259,90,0.0,0.0,51.0
2020,1,0.0,0.0,0.0
12107,31,0.48,0.0,11.0
10089,39,0.0,0.0,8.0
46425,151,4.5600000000000005,4.0,165.0
44407,149,17.8,9.83,0.0
24212,80,10.809999999999999,0.92,11.0
4036,18,0.0,0.0,2.0
2019,2,0.0,0.0,1.0
4034,19,0.5,0.0,0.0
4036,3,0.0,0.0,3.0
6052,21,0.0,0.0,4.0
30271,105,0.0,0.0,55.0
48444,152,6.03,10.0,42.0
36328,112,0.0,0.0,48.92
2020,3,0.08,0.0,0.0
6053,10,0.32,0.0,0.0
12102,54,0.65,0.0,0.0
36329,120,0.08,0.75,37.0
16138,59,0.0,0.0,26.0
2017,8,0.0,0.0,1.0
48444,152,83.08,86.0,180.92000000000002
48444,152,28.16,27.0,37.0
48444,152,26.439999999999998,26.0,39.0
12110,38,0.4,1.0,1.0
24212,87,2.79,2.0,6.0
2017,11,0.0,0.0,1.0
8068,34,0.5800000000000001,0.0,0.0
8076,27,0.5700000000000001,0.0,0.0
2019,9,0.0,0.0,1.0
40365,132,14.39,15.0,16.0
18166,52,0.0,0.0,17.0
10090,27,0.0,0.0,5.0
10091,31,0.0,0.0,6.0
36337,114,0.0,0.0,24.0
30279,105,0.0,0.0,29.0
2018,2,0.0,0.0,1.0
40374,117,0.0,0.0,38.92
46427,140,0.0,0.0,95.0
26239,74,0.0,0.0,17.0
8072,39,0.0,0.0,6.0
48444,152,13.39,13.17,481.0
2019,3,0.0,0.0,2.0
30278,88,0.0,0.0,26.0
34309,97,0.0,0.0,29.0
2017,9,0.0,0.0,1.0
4038,17,0.0,0.0,2.0
28251,96,0.0,0.0,36.0
28251,89,0.0,0.0,33.92
2017,7,0.0,0.0,1.0
10092,24,0.0,0.0,5.0
2019,4,0.0,0.0,1.0
48444,152,0.67,1.0,135.0
36328,115,0.0,0.0,83.0
2017,12,0.0,0.0,0.0
8068,38,0.73,0.0,0.0
2017,8,0.08,0.0,0.0
10091,40,0.32,0.0,2.0
4034,17,1.32,0.0,0.0
48444,152,0.0,0.0,151.0
42384,133,0.0,0.0,92.0
24222,76,0.0,0.0,17.0
16145,48,0.0,0.0,11.0
4035,13,0.0,0.0,2.0
6054,24,0.0,0.0,4.0
46427,146,23.11,24.0,105.0
26241,59,0.0,0.0,23.0
12102,52,0.0,0.0,8.0
2017,6,0.0,0.0,3.0
2017,11,0.0,0.0,1.0
6052,24,2.45,0.0,0.0
2019,3,0.0,0.0,1.0
10096,18,0.0,0.0,5.0
20174,71,0.0,0.0,112.0
20174,67,0.0,0.0,26.0
18159,55,0.0,0.0,15.0
14126,44,0.0,0.0,10.0
14120,56,3.52,0.0,0.0
32288,103,5.73,0.0,19.0
20181,66,0.0,0.0,25.0
18170,54,0.0,0.0,11.0
12112,39,0.0,0.0,6.0
8073,21,0.0,0.0,5.0
2019,10,0.0,0.0,1.0
42389,127,0.0,0.0,33.0
18162,79,5.21,3.0,0.0
34317,96,2.61,0.0,0.0
4034,18,0.0,0.0,2.0
48444,152,191.54,188.96,0.0
42393,130,0.0,0.0,75.0
48444,152,3.13,3.0,128.0
38350,118,0.5800000000000001,0.0,27.0
2017,10,0.0,0.0,1.0
32289,124,4.91,3.0,3.0
2017,6,0.0,0.0,1.0
26249,70,0.0,0.0,96.0
4040,16,0.0,0.0,2.0
2020,7,0.0,0.0,1.0
10087,42,0.0,0.0,7.0
22193,85,2.71,5.92,24.0
2020,1,0.0,0.0,1.0
10095,32,0.0,0.0,5.0
44410,135,1.29,1.0,254.0
30275,91,0.0,0.0,42.0
24212,83,3.33,1.0,9.0
4038,15,0.0,1.0,1.0
12115,46,1.53,0.0,0.0
8076,25,0.0,0.0,2.0
6051,26,0.49,0.0,0.0
2017,12,0.0,0.0,1.0
48444,152,19.74,18.67,263.0
16146,60,0.0,0.0,19.0
10086,41,0.0,0.0,6.0
4034,19,0.0,0.0,7.0
4034,21,0.0,0.0,2.0
4037,12,0.0,0.0,2.0
8075,14,0.0,0.0,5.0
8079,19,0.0,0.0,7.0
20194,71,0.0,0.0,75.0
14119,63,36.74,26.0,4.0
2020,3,0.0,0.0,1.0
4038,8,0.0,0.0,2.0
2017,12,0.0,0.0,1.0
4040,16,0.0,0.0,6.0
4038,9,0.0,0.0,2.0
8078,21,0.0,0.0,6.0
12110,29,0.0,0.0,6.0
10085,43,0.0,0.0,11.0
6052,19,0.0,0.0,3.0
4035,10,0.0,0.0,2.0
4036,23,0.48,0.0,0.0
22202,81,0.0,0.0,16.0
2017,7,0.0,0.0,1.0
2017,8,0.0,0.0,1.0
10085,40,0.0,0.0,11.0
18159,53,0.0,0.0,25.0
22199,55,0.0,0.0,20.0
34313,106,0.0,0.0,36.0
2017,6,0.0,0.0,1.0
38351,111,0.0,0.0,38.0
4036,19,0.0,0.0,2.0
18172,55,0.0,0.0,18.0
2020,3,0.0,0.0,1.0
2017,10,0.0,0.0,1.0
12110,41,0.0,0.0,11.0
2017,11,0.0,0.0,1.0
48444,152,118.62,156.92,95.0
2017,8,0.0,0.0,1.0
10085,43,1.2,0.0,3.0
2017,8,0.0,0.0,2.0
44409,140,0.0,0.0,45.0
8078,29,0.0,0.0,8.0
10092,29,0.0,0.0,7.0
10090,30,0.8500000000000001,0.0,2.0
10085,41,1.13,0.0,0.0
26231,78,1.9500000000000002,1.75,0.0
40367,125,18.22,18.83,23.0
4038,3,0.0,0.0,2.0
2017,6,0.82,0.0,0.0
8076,30,0.0,0.0,6.0
32306,96,11.94,16.0,29.0
12104,39,0.8,0.0,3.0
18155,66,83.75,75.0,126.0
42393,130,4.01,6.0,103.92
10090,31,0.0,0.0,13.0
16147,56,2.02,0.0,10.0
14120,55,7.890000000000001,0.0,0.0
4040,10,0.0,0.0,3.0
26244,71,0.0,0.0,20.0
2017,6,0.0,0.0,1.0
32293,96,0.0,0.0,22.0
6051,24,0.0,0.0,3.0
2017,6,0.0,0.0,4.0
14127,42,0.0,0.0,8.0
14127,40,0.0,0.0,9.0
8072,24,0.82,0.0,2.0
48444,152,603.54,608.58,343.92
10091,25,0.0,0.0,11.0
2019,2,0.0,0.0,1.0
4034,20,0.49,0.0,0.0
12105,47,0.0,0.0,6.0
4039,6,0.0,0.0,2.0
8070,26,0.96,-0.08,0.0
18159,73,1.23,0.0,4.0
8075,17,0.0,0.0,4.0
8074,23,0.0,0.0,4.0
4038,14,0.0,0.0,2.0
4034,21,1.3399999999999999,0.0,0.0
6051,31,1.02,0.0,0.0
6051,21,0.0,0.0,7.0
46424,143,4.0200000000000005,1.0,76.75
36326,118,0.0,0.0,87.0
24230,64,0.0,0.0,19.0
48444,152,1.23,2.0,149.0
16154,53,0.0,0.0,15.0
2018,2,0.0,0.0,2.0
8072,44,0.0,0.0,22.0
4036,9,0.0,0.0,2.0
42393,121,0.0,0.0,101.0
18163,68,0.0,0.0,9.0
10085,40,0.0,0.0,12.0
14134,35,0.0,0.0,7.0
2017,11,0.0,0.0,8.0
2017,6,0.0,0.0,2.0
8069,29,0.0,0.0,4.0
8077,17,0.0,0.0,5.0
2019,6,0.0,0.0,1.0
22205,68,0.0,0.0,16.0
10089,32,0.0,0.0,6.0
6051,33,0.0,0.0,2.0
40370,124,0.0,0.0,103.0
14125,33,0.0,0.0,22.0
44407,135,7.74,7.0,13.0
28252,85,0.0,0.0,28.0
4034,18,0.0,0.0,2.0
26236,92,2.69,1.0,4.0
10086,40,0.72,0.0,0.0
6060,19,0.0,0.0,3.0
14121,53,1.85,2.0,1.0
28257,88,0.68,0.0,33.0
28256,99,0.0,0.0,18.0
6051,30,0.0,0.0,4.0
8068,30,0.0,0.0,4.0
36326,116,3.59,2.0,1.0
26237,83,1.39,0.83,23.0
40366,132,0.0,0.0,58.0
30269,96,0.0,0.0,43.0
2017,6,0.0,0.0,3.0
2020,7,0.0,0.0,1.0
6053,20,0.0,0.0,4.0
28252,100,9.44,5.92,1.0
30282,85,0.0,0.0,33.0
6060,19,0.0,0.0,8.0
20179,59,1.6,1.0,1.0
12113,34,0.0,0.0,6.0
2020,1,0.0,0.0,1.0
2020,7,0.0,0.0,1.0
22199,67,2.6100000000000003,2.0,14.0
30269,106,10.2,7.92,75.0
4040,16,0.0,0.0,3.0
8070,27,0.0,0.0,5.0
8070,24,0.48,0.0,1.0
2018,2,0.0,0.0,1.0
